"Name","SOLVER.BASE_LR","SOLVER.NESTEROV","SOLVER.MOMENTUM","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","train_action_batch/loss_running_avg","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/mean","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/mean","train_action_batch/top1_acc_running_avg","train_noun_batch/top1_acc_running_avg","train_noun_batch/top5_acc_running_avg","train_verb_batch/top1_acc_running_avg","train_verb_batch/top5_acc_running_avg","train_action_batch/AG_running_avg","adhoc_users_aggregate/test_action_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_action_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_noun_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_noun_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_noun_batch/top5_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_noun_batch/top5_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_verb_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_verb_batch/top5_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/top5_acc/adhoc_hindsight_AG/mean"
"Finetuning_2022-09-15_16-07-21_UIDbb99ae0c-9d19-4861-8c12-b7cca8e3848c","0.01","false","0.6","1.245597017657104","5.916207933425904","0.28960034531318907","1.1187481930423258","0.16701979460468577","0.12684882385429824","10","0.42774778575197375","","","","","","","0.9608535383798285","-1.7302948270442495","0.789039068639579","-0.90300094287295","0.2951937633981345","-0.8272938773238089","4.019467004018083","4.229109347639346","14.708986014127731","16.330816411972044","5.286300438395019","5.296842535734832","28.763746666908265","34.92588262557983","4.581017182227717","5.001687851505964","44.81821556091309","63.23904838562011","3.266331962159919","3.8402861164059594","8.760075664520263","33.5591962814331","2.2623246799040464","5.061648246485094","12.743821334838866","75.35492706298828","16.330816411972044","34.92588262557983","63.239048385620116","33.5591962814331","75.35492706298828","1.2455970406532288","3.6660191954286527","7.161581584811211","5.757683327319703","14.021691250801087","6.361796531789404","33.556830406188965","4.790371124885334","-0.3587169647216797","5.333052591905466","11.314862060546876"
"Finetuning_2022-09-15_16-08-16_UIDb359153a-5f76-47f8-90f3-02061a59914b","0.001","false","0.6","1.39571965714715","5.766676712036133","0.2784377522498102","1.059698874747984","0.1345700427054236","0.33602080540117946","10","0.378232498715533","","","","","","","0.38691269888441165","2.2713597559540215","0.2384466536853606","1.719585906079454","0.1883745569199231","0.5517738524542164","3.39999275341677","3.640005624654528","11.730949372053146","13.35277976989746","5.237667647237818","5.298564798066846","26.200842881202696","32.362978839874266","4.348400606898722","4.661073355520656","38.88472709655762","57.305559921264646","2.838969703900878","3.8457032723995215","6.894016742706299","31.69313735961914","2.4606626563207827","4.4880987486056565","12.780547714233398","75.39165344238282","13.352779769897461","32.362978839874266","57.305559921264646","31.69313735961914","75.39165344238282","1.3951246352866291","4.091494298438401","15.427278631925583","5.525822213506681","29.04010126590729","4.205156310885623","54.58341217041016","4.580468012955919","12.164329624176023","5.206601989545367","20.341859817504883"
"Finetuning_2022-09-14_19-07-02_UIDa83559d5-518a-4e3b-8550-230006951b0a_MATT","0.1","true","0.3","0.30042125609288356","6.861386060714722","0.3163514138309209","0.7534437958439717","0.19940982136270527","-0.45302250921621035","10","0.4826369659314704","","","","","","","12.541245274873964","-18.37882089000901","7.212232421439036","-10.187466290743078","5.355609574131056","-8.191354516985504","3.827204973936503","4.060552621792051","14.107393282651902","15.729223680496217","5.262205561307638","5.310443684423309","30.924675488471983","37.08681144714355","3.8644980740382966","4.322732016543651","47.65200691223144","66.07283973693848","3.020795067651866","4.119955210606583","7.8166184425354","32.615739059448245","2.1148981061496888","5.249933822140763","13.0115535736084","75.6226593017578","15.729223680496215","37.08681144714355","66.07283973693848","32.615739059448245","75.62265930175782","0.30042129307985305","4.294237879643354","5.781292879581452","5.270727330524035","7.716889691352844","8.116527501061602","27.08940944671631","4.8081547399476525","-2.537084245681762","4.898515442381114","3.0038272857666017"
"Finetuning_2022-09-14_19-11-22_UIDc6c7cbb5-bcbc-42d6-8b13-b86d1d5cd585_MATT","0.001","true","0.3","1.3418531097738504","5.8205340862274175","0.268044192271652","0.9924693551355132","0.12884460260144845","0.34938373909392484","10","0.3621577929331128","","","","","","","0.2927329950344477","2.303177889183724","0.1887536450126441","1.75838807737466","0.15719448884318715","0.5447898168375981","3.4061582259956062","3.6717984007612112","11.143607848882676","12.76543824672699","5.178048804279801","5.2423065741722406","25.40747215747833","31.5696081161499","4.327874728089198","4.651267743851801","37.03471412658691","55.45554695129395","2.927024407237906","3.502019229894376","8.528705883026124","33.327826499938965","2.530444284120526","4.514583264231478","12.412489700317384","75.02359542846679","12.765438246726989","31.569608116149904","55.45554695129395","33.327826499938965","75.02359542846679","1.3412678603082895","3.8498015422756433","13.994574421644211","5.16763794791288","29.546531319618225","3.934731627774146","52.047681427001955","4.616516054325057","10.67380208969116","5.1073431978310015","19.325815200805664"
"Finetuning_2022-09-14_19-17-56_UIDa31efcd3-1ba6-4312-8eb6-1070bfe6c8e9_MATT","0.01","true","0.3","1.8285319744695816","5.333279871940613","0.27641913404122076","1.529549863274058","0.1746620923141757","0.2989821096477906","10","0.4112818931494833","","","","","","","0.4605505702739617","0.7087702653534984","0.3290764990008946","0.7584343432021322","0.27476611251133054","-0.04966408059143283","4.1715974401395135","4.425222318197803","16.980919474363326","18.60274987220764","5.312046793370559","5.356397976366362","33.78686764240265","39.94900360107422","3.974401449981553","4.320872968484994","50.23794822692871","68.65878105163574","3.2040142948768215","4.23813754941812","10.766170978546144","35.56529159545899","2.0770541995313105","5.415600568048395","16.01242866516113","78.62353439331055","18.602749872207642","39.94900360107422","68.65878105163574","35.56529159545899","78.62353439331055","1.828531989455223","4.534041466899247","11.41401919722557","5.8391082097552465","18.63137104511261","4.293502845659262","48.19525985717773","4.781287073533471","4.722642135620118","5.5163577469382155","19.82037239074707"
"Finetuning_2022-09-15_16-06-19_UID5731535d-5481-47a1-af6c-cf613b54448f","0.01","false","0.3","1.7667485160319392","5.395056033134461","0.2801069267545892","1.462024238414955","0.16622764335870432","0.3047242464626861","10","0.4086090186340582","","","","","","","0.5304743648577548","0.7204549088524398","0.3137244368264934","0.7555247692012268","0.2915582872010293","-0.035069857226340005","4.078225285171164","4.311041886573574","16.04097267985344","17.662803077697752","5.218192675776907","5.218084499716553","32.40554268360138","38.56767864227295","4.211401193192448","4.52211707147489","49.01906814575195","67.43990097045898","3.162532834791241","4.087378302534709","10.10762414932251","34.90674476623535","2.100360992243791","5.299165868089785","14.901739883422852","77.51284561157226","17.662803077697752","38.56767864227295","67.43990097045898","34.90674476623535","77.51284561157227","1.7667485110461711","3.9678301352146463","10.516712671518324","5.205260427611661","18.75526282787323","4.953817747421684","49.29879264831543","5.848942723830827","5.199632263183595","5.493575313936733","18.259829330444337"
"Finetuning_2022-09-15_16-06-28_UID703c9a5b-6f64-4e2c-ad8f-77dc82c61e6a","0.001","false","0.3","1.2798882560063756","5.881914377212524","0.2685290912638153","0.9486300366724366","0.12759223287099997","0.3312581969337829","10","0.3623859767515375","","","","","","","0.2970643820588183","2.29568908178603","0.18916472620306796","1.7561191494684565","0.16103429646033607","0.5395699405253136","3.383168009073983","3.642053370933606","10.744029158353806","12.36585955619812","5.2527276351562175","5.319688814555165","24.39908335208893","30.5612193107605","4.38699027394249","4.6953307852530415","36.336646461486815","54.75747928619385","2.927862187654847","3.4788581484118826","8.092196369171143","32.891316986083986","2.596347410299523","4.4687088293230515","12.074995803833009","74.68610153198242","12.36585955619812","30.561219310760496","54.75747928619385","32.891316986083986","74.68610153198242","1.2798882322385907","3.862371974773812","14.212937659025192","5.142628213267275","29.411158394813537","4.022467196404092","51.93612823486328","4.601346772149636","11.010806941986084","5.020550913683946","19.341676712036133"
"Finetuning_2022-09-16_10-12-14_UID7b70b6ec-8654-4d9f-a714-5b7a281c2358","0.1","false","0.3","0.3661222947579623","6.796117496490479","0.33044385054602543","0.7686261772861668","0.23317787462005105","-0.4025038584770078","10","0.536101432052908","","","","","","","24.16807254990068","-26.698356327378303","8.532105106895202","-10.037337056122286","15.651465620052956","-16.66101923841274","3.901659670960336","4.160296187294373","13.00741040110588","14.629240798950196","5.359600817342098","5.394006763581835","29.536047482490535","35.69818344116211","4.321704718413304","4.660799169707228","47.00530014038086","65.42613296508789","3.174115733418403","3.941152905758032","6.650024509429931","31.449145126342778","2.3021554975502365","5.261876573159721","12.025357818603515","74.63646354675294","14.629240798950196","35.69818344116211","65.42613296508789","31.449145126342774","74.63646354675294","0.36568818688392635","4.17967899224449","5.39492147564888","4.869645166308471","5.7730446577072145","6.632110428386961","33.34063014984131","4.724214865331945","-1.0354291439056391","4.377346534879516","8.006541061401368"
"Finetuning_2022-09-14_19-05-45_UIDbb155890-64ad-4263-817d-8d26cae67add_MATT","0.1","true","0","0.5101762386754304","6.651624965667724","0.3225639299085802","0.8503040396592307","0.23251840204628943","-0.3401277993419223","10","0.5178517749308017","","","","","","","0.916749341502512","-1.8893981878103705","0.5985535642136947","-0.6366911284041783","0.39762679024033887","-1.25270706210622","3.9302385465477223","4.194419317674333","14.421953743696212","16.043784141540527","5.482483632680863","5.532974900756761","30.770129895210268","36.93226585388184","4.18197519257186","4.61484927505207","47.533843994140625","65.95467681884766","3.2041711328635176","4.210547273336602","8.088304615020752","32.88742523193359","1.9796885996135896","5.4211254845043015","13.521239852905271","76.1323455810547","16.043784141540527","36.93226585388184","65.95467681884766","32.88742523193359","76.1323455810547","0.5101762472826522","4.230055684782932","5.5869000375270845","6.2351114258559015","10.073519158363345","7.228276223325187","35.90415706634521","5.098288469884642","-3.6732309818267823","4.827126814414929","12.512882614135744"
"Finetuning_2022-09-14_19-06-02_UID2c4355e2-c42c-46d9-ba37-8cb8abe8d1d0_MATT","0.01","true","0","1.947415103850088","5.214387321472168","0.2729001495728158","1.5843568519443505","0.17250310493681262","0.3630582411523467","10","0.4018999017984656","","","","","","","0.3949658539649176","1.371943596742956","0.2248876064798105","1.166061711822691","0.2414561970543562","0.2058818893504013","4.364555989265989","4.611503883672338","17.326945656538008","18.948776054382325","5.255974077857602","5.280237151276073","34.49315903186798","40.65529499053955","4.095381770617987","4.397494637483724","50.238656234741214","68.65948905944825","3.304491164650881","4.505512522367452","11.075688648223878","35.87480926513672","2.152482692931729","5.254296785992499","16.10198631286621","78.71309204101563","18.948776054382325","40.65529499053955","68.65948905944825","35.87480926513672","78.71309204101563","1.9474150866270066","4.042792098491574","10.913230443000794","5.563856844683261","20.349810814857484","4.374091493951914","53.326028442382814","4.466820682194795","5.273788833618165","2.3167063930197833","20.85186882019043"
